entry_id,source,formula,space_group_number,K_eff_MJ_per_m3,mu0_Ms_T,easy_axis_label,in_classification_set,in_regression_set,cif_file
Nb4Ga4Co8_#139_267.json,Novamag database (Nieves et al. 2019),Nb4Ga4Co8(139),139,-0.36227,,0,1,0,structures/Nb4Ga4Co8_#139_267.cif
Nb4Ga4Ni8_#139_508.json,Novamag database (Nieves et al. 2019),Nb4Ga4Ni8(139),139,4.47078e-05,,1,1,1,structures/Nb4Ga4Ni8_#139_508.cif
Nb4Ni8Sn4_#139_555.json,Novamag database (Nieves et al. 2019),Nb4Ni8Sn4(139),139,-2.68777e-05,,0,1,0,structures/Nb4Ni8Sn4_#139_555.cif
Nb4Zn4Co8_#139_328.json,Novamag database (Nieves et al. 2019),Nb4Zn4Co8(139),139,0.151937,,1,1,1,structures/Nb4Zn4Co8_#139_328.cif
Nb8Co16_#141_362.json,Novamag database (Nieves et al. 2019),Nb8Co16(141),141,-0.0476028,,0,1,0,structures/Nb8Co16_#141_362.cif
Nb8Cr16_#141_418.json,Novamag database (Nieves et al. 2019),Nb8Cr16(141),141,0.000813724,,1,1,1,structures/Nb8Cr16_#141_418.cif
Ni12Bi8S8_#24_524.json,Novamag database (Nieves et al. 2019),Ni12Bi8S8(24),24,-2.47045e-05,,,0,0,structures/Ni12Bi8S8_#24_524.cif
Ni12Sb4_#139_509.json,Novamag database (Nieves et al. 2019),Ni12Sb4(139),139,-0.000154561,,0,1,0,structures/Ni12Sb4_#139_509.cif
Ni12Sn4_#139_500.json,Novamag database (Nieves et al. 2019),Ni12Sn4(139),139,0.000100247,,1,1,1,structures/Ni12Sn4_#139_500.cif
Ni2Hg8_#139_595.json,Novamag database (Nieves et al. 2019),Ni2Hg8(139),139,0.0,,,0,1,structures/Ni2Hg8_#139_595.cif
Ni3Ge1C1_#123_499.json,Novamag database (Nieves et al. 2019),Ni3Ge1C1(123),123,0.00194291,,1,1,1,structures/Ni3Ge1C1_#123_499.cif
Ni3Ge1_#123_428.json,Novamag database (Nieves et al. 2019),Ni3Ge1(123),123,0.00272563,,1,1,1,structures/Ni3Ge1_#123_428.cif
Ni3Pt1_#123_242.json,Novamag database (Nieves et al. 2019),Ni3Pt1(123),123,2.18183,,1,1,1,structures/Ni3Pt1_#123_242.cif
Ni3S6_#2_363.json,Novamag database (Nieves et al. 2019),Ni3S6(2),2,-0.296727,,,0,0,structures/Ni3S6_#2_363.cif
Ni3Sn1_#123_429.json,Novamag database (Nieves et al. 2019),Ni3Sn1(123),123,-0.00648191,,0,1,0,structures/Ni3Sn1_#123_429.cif
Ni4As4S4_#19_477.json,Novamag database (Nieves et al. 2019),Ni4As4S4(19),19,0.00033814,,,0,1,structures/Ni4As4S4_#19_477.cif
Ni4As4Se4_#19_533.json,Novamag database (Nieves et al. 2019),Ni4As4Se4(19),19,-3.16746e-05,,,0,0,structures/Ni4As4Se4_#19_533.cif
Ni4As8_#61_575.json,Novamag database (Nieves et al. 2019),Ni4As8(61),61,-4.95954e-05,,,0,0,structures/Ni4As8_#61_575.cif
Ni4H4_#139_512.json,Novamag database (Nieves et al. 2019),Ni4H4(139),139,-0.000125268,,0,1,0,structures/Ni4H4_#139_512.cif
Ni4N1_#123_177.json,Novamag database (Nieves et al. 2019),Ni4N1(123),123,-3.52282,,0,1,0,structures/Ni4N1_#123_177.cif
Ni4N4_#119_425.json,Novamag database (Nieves et al. 2019),Ni4N4(119),119,0.0213783,,1,1,1,structures/Ni4N4_#119_425.cif
Ni4P4S4_#19_422.json,Novamag database (Nieves et al. 2019),Ni4P4S4(19),19,0.0192058,,,0,1,structures/Ni4P4S4_#19_422.cif
Ni4P8_#61_590.json,Novamag database (Nieves et al. 2019),Ni4P8(61),61,0.0,,,0,1,structures/Ni4P8_#61_590.cif
Ni4S8_#1_402.json,Novamag database (Nieves et al. 2019),Ni4S8(1),1,0.00771992,,,0,1,structures/Ni4S8_#1_402.cif
Ni4Sb4S4_#19_465.json,Novamag database (Nieves et al. 2019),Ni4Sb4S4(19),19,-0.00333263,,,0,0,structures/Ni4Sb4S4_#19_465.cif
Ni4Sb4Se4_#19_492.json,Novamag database (Nieves et al. 2019),Ni4Sb4Se4(19),19,-0.00187185,,,0,0,structures/Ni4Sb4Se4_#19_492.cif
Ni4Se8_#61_506.json,Novamag database (Nieves et al. 2019),Ni4Se8(61),61,0.000153209,,,0,1,structures/Ni4Se8_#61_506.cif
Ni4Sn4Rh8_#139_346.json,Novamag database (Nieves et al. 2019),Ni4Sn4Rh8(139),139,0.245683,,1,1,1,structures/Ni4Sn4Rh8_#139_346.cif
Ni8Mo12N4_#92_560.json,Novamag database (Nieves et al. 2019),Ni8Mo12N4(92),92,-1.62696e-05,,0,1,0,structures/Ni8Mo12N4_#92_560.cif
Ni8P24_#71_553.json,Novamag database (Nieves et al. 2019),Ni8P24(71),71,1.00352e-05,,,0,1,structures/Ni8P24_#71_553.cif
Ni8W12N4_#92_478.json,Novamag database (Nieves et al. 2019),Ni8W12N4(92),92,-0.00151585,,0,1,0,structures/Ni8W12N4_#92_478.cif
Sc1Co1_#123_423.json,Novamag database (Nieves et al. 2019),Sc1Co1(123),123,-0.133462,,0,1,0,structures/Sc1Co1_#123_423.cif
Sc1Co3C1_#123_494.json,Novamag database (Nieves et al. 2019),Sc1Co3C1(123),123,-0.00946203,,0,1,0,structures/Sc1Co3C1_#123_494.cif
Sc1Ni1_#123_470.json,Novamag database (Nieves et al. 2019),Sc1Ni1(123),123,0.000201786,,1,1,1,structures/Sc1Ni1_#123_470.cif
Sc3Mn3Rh6_#2_156.json,Novamag database (Nieves et al. 2019),Sc3Mn3Rh6(2),2,-0.272399,,,0,0,structures/Sc3Mn3Rh6_#2_156.cif
Sc4Al4Ni8_#139_521.json,Novamag database (Nieves et al. 2019),Sc4Al4Ni8(139),139,0.000325396,,1,1,1,structures/Sc4Al4Ni8_#139_521.cif
Sc4Co4Te4_#119_588.json,Novamag database (Nieves et al. 2019),Sc4Co4Te4(119),119,-0.0004779,,0,1,0,structures/Sc4Co4Te4_#119_588.cif
Sc4Co8Sn4_#139_340.json,Novamag database (Nieves et al. 2019),Sc4Co8Sn4(139),139,0.166225,,1,1,1,structures/Sc4Co8Sn4_#139_340.cif
Sc4Ga4Co8_#139_559.json,Novamag database (Nieves et al. 2019),Sc4Ga4Co8(139),139,-0.00036469,,0,1,0,structures/Sc4Ga4Co8_#139_559.cif
Sc4In4Ni8_#139_585.json,Novamag database (Nieves et al. 2019),Sc4In4Ni8(139),139,-5.17771e-05,,0,1,0,structures/Sc4In4Ni8_#139_585.cif
Sc4Ni16Sn4_#119_578.json,Novamag database (Nieves et al. 2019),Sc4Ni16Sn4(119),119,9.75689e-05,,1,1,1,structures/Sc4Ni16Sn4_#119_578.cif
Sc4Ni4Bi4_#119_542.json,Novamag database (Nieves et al. 2019),Sc4Ni4Bi4(119),119,0.00051698,,1,1,1,structures/Sc4Ni4Bi4_#119_542.cif
Sc4Ni4P4_#119_579.json,Novamag database (Nieves et al. 2019),Sc4Ni4P4(119),119,-3.50817e-05,,0,1,0,structures/Sc4Ni4P4_#119_579.cif
Sc4Ni4Sb4_#119_583.json,Novamag database (Nieves et al. 2019),Sc4Ni4Sb4(119),119,2.10647e-05,,1,1,1,structures/Sc4Ni4Sb4_#119_583.cif
Sc4Ni8Sn4_#139_516.json,Novamag database (Nieves et al. 2019),Sc4Ni8Sn4(139),139,-0.000810733,,0,1,0,structures/Sc4Ni8Sn4_#139_516.cif
Sc4V4Fe4_#119_406.json,Novamag database (Nieves et al. 2019),Sc4V4Fe4(119),119,-0.0576904,,0,1,0,structures/Sc4V4Fe4_#119_406.cif
Sc8Co16_#141_245.json,Novamag database (Nieves et al. 2019),Sc8Co16(141),141,0.193948,,1,1,1,structures/Sc8Co16_#141_245.cif
Sc8Co4Ir4_#139_382.json,Novamag database (Nieves et al. 2019),Sc8Co4Ir4(139),139,0.0324095,,1,1,1,structures/Sc8Co4Ir4_#139_382.cif
Sc8Co4Os4_#139_427.json,Novamag database (Nieves et al. 2019),Sc8Co4Os4(139),139,0.0174186,,1,1,1,structures/Sc8Co4Os4_#139_427.cif
Sc8Co4Ru4_#139_529.json,Novamag database (Nieves et al. 2019),Sc8Co4Ru4(139),139,6.26585e-05,,1,1,1,structures/Sc8Co4Ru4_#139_529.cif
Sc8Fe16_#141_178.json,Novamag database (Nieves et al. 2019),Sc8Fe16(141),141,-0.0680431,,0,1,0,structures/Sc8Fe16_#141_178.cif
Sc8Ni16_#141_514.json,Novamag database (Nieves et al. 2019),Sc8Ni16(141),141,9.74265e-05,,1,1,1,structures/Sc8Ni16_#141_514.cif
Sc8Ni4Ir4_#139_550.json,Novamag database (Nieves et al. 2019),Sc8Ni4Ir4(139),139,0.000254709,,1,1,1,structures/Sc8Ni4Ir4_#139_550.cif
Sc8Ni4Pt4_#139_504.json,Novamag database (Nieves et al. 2019),Sc8Ni4Pt4(139),139,-0.000117088,,0,1,0,structures/Sc8Ni4Pt4_#139_504.cif
Sc8Ni4Ru4_#139_491.json,Novamag database (Nieves et al. 2019),Sc8Ni4Ru4(139),139,-0.000816718,,0,1,0,structures/Sc8Ni4Ru4_#139_491.cif
Sc8Tc4Ni4_#139_582.json,Novamag database (Nieves et al. 2019),Sc8Tc4Ni4(139),139,-7.29645e-05,,0,1,0,structures/Sc8Tc4Ni4_#139_582.cif
Si1Ni3_#123_421.json,Novamag database (Nieves et al. 2019),Si1Ni3(123),123,0.00265782,,1,1,1,structures/Si1Ni3_#123_421.cif
Si8Ni4_#139_571.json,Novamag database (Nieves et al. 2019),Si8Ni4(139),139,-1.99549e-05,,0,1,0,structures/Si8Ni4_#139_571.cif
Sr4Cr4Pd8_#119_216.json,Novamag database (Nieves et al. 2019),Sr4Cr4Pd8(119),119,0.036707,,1,1,1,structures/Sr4Cr4Pd8_#119_216.cif
Sr4Cr4Rh8_#139_238.json,Novamag database (Nieves et al. 2019),Sr4Cr4Rh8(139),139,0.618575,,1,1,1,structures/Sr4Cr4Rh8_#139_238.cif
Sr4Cr4W8_#139_370.json,Novamag database (Nieves et al. 2019),Sr4Cr4W8(139),139,0.667796,,1,1,1,structures/Sr4Cr4W8_#139_370.cif
Sr4Mn4Re8_#119_270.json,Novamag database (Nieves et al. 2019),Sr4Mn4Re8(119),119,-3.71964,,0,1,0,structures/Sr4Mn4Re8_#119_270.cif
Sr4Mn8Si4_#119_83.json,Novamag database (Nieves et al. 2019),Sr4Mn8Si4(119),119,0.103819,,1,1,1,structures/Sr4Mn8Si4_#119_83.cif
Sr4Zr4Co4_#119_448.json,Novamag database (Nieves et al. 2019),Sr4Zr4Co4(119),119,0.00266804,,1,1,1,structures/Sr4Zr4Co4_#119_448.cif
Ta1Co3_#123_293.json,Novamag database (Nieves et al. 2019),Ta1Co3(123),123,-0.298108,,0,1,0,structures/Ta1Co3_#123_293.cif
Ta4Al4Co8_#139_272.json,Novamag database (Nieves et al. 2019),Ta4Al4Co8(139),139,-0.525618,,0,1,0,structures/Ta4Al4Co8_#139_272.cif
Ta4Al4Fe8_#139_543.json,Novamag database (Nieves et al. 2019),Ta4Al4Fe8(139),139,-0.000610369,,0,1,0,structures/Ta4Al4Fe8_#139_543.cif
Ta4Al4Ni8_#139_541.json,Novamag database (Nieves et al. 2019),Ta4Al4Ni8(139),139,-0.000119935,,0,1,0,structures/Ta4Al4Ni8_#139_541.cif
Ta4Co4Sb4_#119_482.json,Novamag database (Nieves et al. 2019),Ta4Co4Sb4(119),119,-0.000248633,,0,1,0,structures/Ta4Co4Sb4_#119_482.cif
Ta4Co4Sn8_#119_311.json,Novamag database (Nieves et al. 2019),Ta4Co4Sn8(119),119,2.09811,,1,1,1,structures/Ta4Co4Sn8_#119_311.cif
Ta4Fe4Ru8_#139_119.json,Novamag database (Nieves et al. 2019),Ta4Fe4Ru8(139),139,-0.24874,,0,1,0,structures/Ta4Fe4Ru8_#139_119.cif
Ta4Ga4Co8_#139_273.json,Novamag database (Nieves et al. 2019),Ta4Ga4Co8(139),139,-0.618654,,0,1,0,structures/Ta4Ga4Co8_#139_273.cif
Ta4Ga4Fe8_#139_552.json,Novamag database (Nieves et al. 2019),Ta4Ga4Fe8(139),139,0.00483057,,1,1,1,structures/Ta4Ga4Fe8_#139_552.cif
Ta4Ga4Ni8_#139_534.json,Novamag database (Nieves et al. 2019),Ta4Ga4Ni8(139),139,-1.49933e-05,,0,1,0,structures/Ta4Ga4Ni8_#139_534.cif
Ta4Mn4As4_#119_268.json,Novamag database (Nieves et al. 2019),Ta4Mn4As4(119),119,1.42753,,1,1,1,structures/Ta4Mn4As4_#119_268.cif
Ta4Mn4Ru8_#139_165.json,Novamag database (Nieves et al. 2019),Ta4Mn4Ru8(139),139,-0.626535,,0,1,0,structures/Ta4Mn4Ru8_#139_165.cif
Ta4Mn8Al4_#139_271.json,Novamag database (Nieves et al. 2019),Ta4Mn8Al4(139),139,0.602465,,1,1,1,structures/Ta4Mn8Al4_#139_271.cif
Ta4Ti4Mn8_#139_367.json,Novamag database (Nieves et al. 2019),Ta4Ti4Mn8(139),139,0.199243,,1,1,1,structures/Ta4Ti4Mn8_#139_367.cif
Ta4Zn4Co8_#139_332.json,Novamag database (Nieves et al. 2019),Ta4Zn4Co8(139),139,0.170827,,1,1,1,structures/Ta4Zn4Co8_#139_332.cif
Ta8Co16_#141_325.json,Novamag database (Nieves et al. 2019),Ta8Co16(141),141,0.336762,,1,1,1,structures/Ta8Co16_#141_325.cif
Ta8Cr16_#141_460.json,Novamag database (Nieves et al. 2019),Ta8Cr16(141),141,0.000974129,,1,1,1,structures/Ta8Cr16_#141_460.cif
Ta8Cr4Os4_#139_587.json,Novamag database (Nieves et al. 2019),Ta8Cr4Os4(139),139,-0.000308396,,0,1,0,structures/Ta8Cr4Os4_#139_587.cif
Ta8Fe4Os4_#139_298.json,Novamag database (Nieves et al. 2019),Ta8Fe4Os4(139),139,-0.00565912,,0,1,0,structures/Ta8Fe4Os4_#139_298.cif
Ti16Co8_#141_303.json,Novamag database (Nieves et al. 2019),Ti16Co8(141),141,0.378373,,1,1,1,structures/Ti16Co8_#141_303.cif
Ti1Co1_#123_301.json,Novamag database (Nieves et al. 2019),Ti1Co1(123),123,0.00570257,,1,1,1,structures/Ti1Co1_#123_301.cif
Ti1Co3_#123_213.json,Novamag database (Nieves et al. 2019),Ti1Co3(123),123,-0.112671,,0,1,0,structures/Ti1Co3_#123_213.cif
Ti1Fe1_#123_440.json,Novamag database (Nieves et al. 2019),Ti1Fe1(123),123,0.047997,,1,1,1,structures/Ti1Fe1_#123_440.cif
Ti1Mn2Ga1_#1_349.json,Novamag database (Nieves et al. 2019),Ti1Mn2Ga1(1),1,0.00644106,,,0,1,structures/Ti1Mn2Ga1_#1_349.cif
Ti1Mn2Ge1_#2_262.json,Novamag database (Nieves et al. 2019),Ti1Mn2Ge1(2),2,-0.190825,,,0,0,structures/Ti1Mn2Ge1_#2_262.cif
Ti1Ni1_#123_450.json,Novamag database (Nieves et al. 2019),Ti1Ni1(123),123,5.90339e-05,,1,1,1,structures/Ti1Ni1_#123_450.cif
Ti3Fe6Si3_#2_528.json,Novamag database (Nieves et al. 2019),Ti3Fe6Si3(2),2,0.000642156,,,0,1,structures/Ti3Fe6Si3_#2_528.cif
Ti3Zn3Co6_#2_551.json,Novamag database (Nieves et al. 2019),Ti3Zn3Co6(2),2,-0.000118131,,,0,0,structures/Ti3Zn3Co6_#2_551.cif
Ti4Al4Fe8_#139_330.json,Novamag database (Nieves et al. 2019),Ti4Al4Fe8(139),139,-0.0297311,,0,1,0,structures/Ti4Al4Fe8_#139_330.cif
Ti4Al4Ni8_#139_535.json,Novamag database (Nieves et al. 2019),Ti4Al4Ni8(139),139,0.000164777,,1,1,1,structures/Ti4Al4Ni8_#139_535.cif
Ti4Be4Co8_#139_496.json,Novamag database (Nieves et al. 2019),Ti4Be4Co8(139),139,6.41605e-05,,1,1,1,structures/Ti4Be4Co8_#139_496.cif
Ti4Co4As4_#119_350.json,Novamag database (Nieves et al. 2019),Ti4Co4As4(119),119,0.0633281,,1,1,1,structures/Ti4Co4As4_#119_350.cif
Ti4Co4Sb4_#119_548.json,Novamag database (Nieves et al. 2019),Ti4Co4Sb4(119),119,0.000641779,,1,1,1,structures/Ti4Co4Sb4_#119_548.cif
Ti4Co4Sn4_#119_359.json,Novamag database (Nieves et al. 2019),Ti4Co4Sn4(119),119,0.196727,,1,1,1,structures/Ti4Co4Sn4_#119_359.cif
Ti4Co8Ge4_#139_256.json,Novamag database (Nieves et al. 2019),Ti4Co8Ge4(139),139,-0.489485,,0,1,0,structures/Ti4Co8Ge4_#139_256.cif
Ti4Co8Si4_#139_250.json,Novamag database (Nieves et al. 2019),Ti4Co8Si4(139),139,-0.454751,,0,1,0,structures/Ti4Co8Si4_#139_250.cif
Ti4Co8Sn4_#139_278.json,Novamag database (Nieves et al. 2019),Ti4Co8Sn4(139),139,-0.25564,,0,1,0,structures/Ti4Co8Sn4_#139_278.cif
Ti4Cr4Ag4_#119_205.json,Novamag database (Nieves et al. 2019),Ti4Cr4Ag4(119),119,0.0356196,,1,1,1,structures/Ti4Cr4Ag4_#119_205.cif
Ti4Fe4Sb4_#119_338.json,Novamag database (Nieves et al. 2019),Ti4Fe4Sb4(119),119,0.0385468,,1,1,1,structures/Ti4Fe4Sb4_#119_338.cif
Ti4Fe4Se4_#119_606.json,Novamag database (Nieves et al. 2019),Ti4Fe4Se4(119),119,-5.41765e-05,,0,1,0,structures/Ti4Fe4Se4_#119_606.cif
Ti4Fe4Sn4_#119_306.json,Novamag database (Nieves et al. 2019),Ti4Fe4Sn4(119),119,-0.158783,,0,1,0,structures/Ti4Fe4Sn4_#119_306.cif
Ti4Fe4Te4_#119_580.json,Novamag database (Nieves et al. 2019),Ti4Fe4Te4(119),119,-0.00105422,,0,1,0,structures/Ti4Fe4Te4_#119_580.cif
Ti4Fe8Ge4_#139_483.json,Novamag database (Nieves et al. 2019),Ti4Fe8Ge4(139),139,0.00820614,,1,1,1,structures/Ti4Fe8Ge4_#139_483.cif
Ti4Fe8Sn4_#139_503.json,Novamag database (Nieves et al. 2019),Ti4Fe8Sn4(139),139,0.0133823,,1,1,1,structures/Ti4Fe8Sn4_#139_503.cif
Ti4Ga4Co8_#139_320.json,Novamag database (Nieves et al. 2019),Ti4Ga4Co8(139),139,0.0681802,,1,1,1,structures/Ti4Ga4Co8_#139_320.cif
Ti4Ga4Fe8_#139_336.json,Novamag database (Nieves et al. 2019),Ti4Ga4Fe8(139),139,0.00747511,,1,1,1,structures/Ti4Ga4Fe8_#139_336.cif
Ti4Ga4Ni8_#139_468.json,Novamag database (Nieves et al. 2019),Ti4Ga4Ni8(139),139,0.000424169,,1,1,1,structures/Ti4Ga4Ni8_#139_468.cif
Ti4In4Ni8_#139_484.json,Novamag database (Nieves et al. 2019),Ti4In4Ni8(139),139,0.00119852,,1,1,1,structures/Ti4In4Ni8_#139_484.cif
Ti4Mn4Co8_#139_84.json,Novamag database (Nieves et al. 2019),Ti4Mn4Co8(139),139,-0.00059453,,0,1,0,structures/Ti4Mn4Co8_#139_84.cif
Ti4Mn4Co8_#139_85.json,Novamag database (Nieves et al. 2019),Ti4Mn4Co8(139),139,0.0183501,,1,1,1,structures/Ti4Mn4Co8_#139_85.cif
Ti4Mn4Rh8_#139_106.json,Novamag database (Nieves et al. 2019),Ti4Mn4Rh8(139),139,-0.220861,,0,1,0,structures/Ti4Mn4Rh8_#139_106.cif
Ti4Mn8Al4_#139_215.json,Novamag database (Nieves et al. 2019),Ti4Mn8Al4(139),139,0.10341,,1,1,1,structures/Ti4Mn8Al4_#139_215.cif
Ti4Mn8Si4_#139_253.json,Novamag database (Nieves et al. 2019),Ti4Mn8Si4(139),139,-0.194948,,0,1,0,structures/Ti4Mn8Si4_#139_253.cif
Ti4Mn8W4_#139_490.json,Novamag database (Nieves et al. 2019),Ti4Mn8W4(139),139,-0.00046823,,0,1,0,structures/Ti4Mn8W4_#139_490.cif
Ti4Ni4Ge4_#119_525.json,Novamag database (Nieves et al. 2019),Ti4Ni4Ge4(119),119,-0.000281649,,0,1,0,structures/Ti4Ni4Ge4_#119_525.cif
Ti4Ni4Sb4_#119_452.json,Novamag database (Nieves et al. 2019),Ti4Ni4Sb4(119),119,-0.00482539,,0,1,0,structures/Ti4Ni4Sb4_#119_452.cif
Ti4Ni4Sn4_#119_531.json,Novamag database (Nieves et al. 2019),Ti4Ni4Sn4(119),119,0.00101513,,1,1,1,structures/Ti4Ni4Sn4_#119_531.cif
Ti4Ni4Sn4_#119_546.json,Novamag database (Nieves et al. 2019),Ti4Ni4Sn4(119),119,-0.000304557,,0,1,0,structures/Ti4Ni4Sn4_#119_546.cif
Ti4Ni8Sb4_#139_517.json,Novamag database (Nieves et al. 2019),Ti4Ni8Sb4(139),139,-0.000720285,,0,1,0,structures/Ti4Ni8Sb4_#139_517.cif
Ti4Ni8Sn4_#139_475.json,Novamag database (Nieves et al. 2019),Ti4Ni8Sn4(139),139,-0.00365215,,0,1,0,structures/Ti4Ni8Sn4_#139_475.cif
Ti4Zn4Ni8_#139_597.json,Novamag database (Nieves et al. 2019),Ti4Zn4Ni8(139),139,-0.000103146,,0,1,0,structures/Ti4Zn4Ni8_#139_597.cif
Ti8Co4Ir4_#139_300.json,Novamag database (Nieves et al. 2019),Ti8Co4Ir4(139),139,0.972202,,1,1,1,structures/Ti8Co4Ir4_#139_300.cif
Ti8Co4Re4_#139_399.json,Novamag database (Nieves et al. 2019),Ti8Co4Re4(139),139,-0.00200623,,0,1,0,structures/Ti8Co4Re4_#139_399.cif
Ti8Co4Tc4_#139_413.json,Novamag database (Nieves et al. 2019),Ti8Co4Tc4(139),139,-0.190726,,0,1,0,structures/Ti8Co4Tc4_#139_413.cif
Ti8Cr16_#141_577.json,Novamag database (Nieves et al. 2019),Ti8Cr16(141),141,0.000208056,,1,1,1,structures/Ti8Cr16_#141_577.cif
Ti8Fe4Ir4_#139_356.json,Novamag database (Nieves et al. 2019),Ti8Fe4Ir4(139),139,-0.91186,,0,1,0,structures/Ti8Fe4Ir4_#139_356.cif
Ti8Mn4Be4_#139_471.json,Novamag database (Nieves et al. 2019),Ti8Mn4Be4(139),139,0.00496728,,1,1,1,structures/Ti8Mn4Be4_#139_471.cif
Ti8Mn4Co4_#139_396.json,Novamag database (Nieves et al. 2019),Ti8Mn4Co4(139),139,-0.00013009,,0,1,0,structures/Ti8Mn4Co4_#139_396.cif
Ti8Mn4Co4_#139_397.json,Novamag database (Nieves et al. 2019),Ti8Mn4Co4(139),139,0.0043389,,1,1,1,structures/Ti8Mn4Co4_#139_397.cif
Ti8Mn4Ir4_#139_515.json,Novamag database (Nieves et al. 2019),Ti8Mn4Ir4(139),139,0.00154485,,1,1,1,structures/Ti8Mn4Ir4_#139_515.cif
Ti8Mn4Ni4_#139_426.json,Novamag database (Nieves et al. 2019),Ti8Mn4Ni4(139),139,-0.0185986,,0,1,0,structures/Ti8Mn4Ni4_#139_426.cif
Ti8Mn4Os4_#139_368.json,Novamag database (Nieves et al. 2019),Ti8Mn4Os4(139),139,-1.44675,,0,1,0,structures/Ti8Mn4Os4_#139_368.cif
Ti8Mn4Rh4_#139_589.json,Novamag database (Nieves et al. 2019),Ti8Mn4Rh4(139),139,-0.0031944,,0,1,0,structures/Ti8Mn4Rh4_#139_589.cif
Ti8Mn4Ru4_#139_369.json,Novamag database (Nieves et al. 2019),Ti8Mn4Ru4(139),139,0.000993367,,1,1,1,structures/Ti8Mn4Ru4_#139_369.cif
Ti8Ni4Ir4_#139_607.json,Novamag database (Nieves et al. 2019),Ti8Ni4Ir4(139),139,-0.00240316,,0,1,0,structures/Ti8Ni4Ir4_#139_607.cif
Ti8Ni4Mo4_#139_510.json,Novamag database (Nieves et al. 2019),Ti8Ni4Mo4(139),139,-0.00200769,,0,1,0,structures/Ti8Ni4Mo4_#139_510.cif
Ti8Re4Ni4_#139_474.json,Novamag database (Nieves et al. 2019),Ti8Re4Ni4(139),139,0.000180269,,1,1,1,structures/Ti8Re4Ni4_#139_474.cif
Ti8Tc4Ni4_#139_487.json,Novamag database (Nieves et al. 2019),Ti8Tc4Ni4(139),139,0.000176615,,1,1,1,structures/Ti8Tc4Ni4_#139_487.cif
Tl4Co4As8_#139_568.json,Novamag database (Nieves et al. 2019),Tl4Co4As8(139),139,0.00112015,,1,1,1,structures/Tl4Co4As8_#139_568.cif
Tl4Co4Bi4_#119_309.json,Novamag database (Nieves et al. 2019),Tl4Co4Bi4(119),119,-2.12072,,0,1,0,structures/Tl4Co4Bi4_#119_309.cif
Tl4Co4Mo8_#119_372.json,Novamag database (Nieves et al. 2019),Tl4Co4Mo8(119),119,0.0518935,,1,1,1,structures/Tl4Co4Mo8_#119_372.cif
Tl4Co4W4_#119_435.json,Novamag database (Nieves et al. 2019),Tl4Co4W4(119),119,0.0165485,,1,1,1,structures/Tl4Co4W4_#119_435.cif
V1Fe1_#123_282.json,Novamag database (Nieves et al. 2019),V1Fe1(123),123,0.112019,,1,1,1,structures/V1Fe1_#123_282.cif
V4Co4Sb4_#119_316.json,Novamag database (Nieves et al. 2019),V4Co4Sb4(119),119,0.0918214,,1,1,1,structures/V4Co4Sb4_#119_316.cif
V4Co8Ge4_#139_210.json,Novamag database (Nieves et al. 2019),V4Co8Ge4(139),139,-0.466571,,0,1,0,structures/V4Co8Ge4_#139_210.cif
V4Co8Si4_#139_208.json,Novamag database (Nieves et al. 2019),V4Co8Si4(139),139,-0.247486,,0,1,0,structures/V4Co8Si4_#139_208.cif
V4Co8Sn4_#139_222.json,Novamag database (Nieves et al. 2019),V4Co8Sn4(139),139,-0.478699,,0,1,0,structures/V4Co8Sn4_#139_222.cif
V4Fe12_#139_78.json,Novamag database (Nieves et al. 2019),V4Fe12(139),139,-0.424656,,0,1,0,structures/V4Fe12_#139_78.cif
V4Fe4Sb4_#119_557.json,Novamag database (Nieves et al. 2019),V4Fe4Sb4(119),119,0.0752082,,1,1,1,structures/V4Fe4Sb4_#119_557.cif
V4Fe4Se4_#119_305.json,Novamag database (Nieves et al. 2019),V4Fe4Se4(119),119,0.00163743,,1,1,1,structures/V4Fe4Se4_#119_305.cif
V4Fe4Te4_#119_317.json,Novamag database (Nieves et al. 2019),V4Fe4Te4(119),119,-0.0358953,,0,1,0,structures/V4Fe4Te4_#119_317.cif
V4Fe8Si4_#139_331.json,Novamag database (Nieves et al. 2019),V4Fe8Si4(139),139,0.339255,,1,1,1,structures/V4Fe8Si4_#139_331.cif
V4Ga4Co8_#139_248.json,Novamag database (Nieves et al. 2019),V4Ga4Co8(139),139,-0.327252,,0,1,0,structures/V4Ga4Co8_#139_248.cif
V4Ga4Fe8_#139_498.json,Novamag database (Nieves et al. 2019),V4Ga4Fe8(139),139,-0.00602832,,0,1,0,structures/V4Ga4Fe8_#139_498.cif
V4Ga4Ni8_#139_462.json,Novamag database (Nieves et al. 2019),V4Ga4Ni8(139),139,0.00613628,,1,1,1,structures/V4Ga4Ni8_#139_462.cif
V4Ni4Sb4_#119_261.json,Novamag database (Nieves et al. 2019),V4Ni4Sb4(119),119,0.0929088,,1,1,1,structures/V4Ni4Sb4_#119_261.cif
V4Ni8Sn4_#139_361.json,Novamag database (Nieves et al. 2019),V4Ni8Sn4(139),139,0.0352272,,1,1,1,structures/V4Ni8Sn4_#139_361.cif
V6Co2_#131_449.json,Novamag database (Nieves et al. 2019),V6Co2(131),131,0.00623812,,1,1,1,structures/V6Co2_#131_449.cif
V6Ni2_#131_532.json,Novamag database (Nieves et al. 2019),V6Ni2(131),131,0.0,,1,1,1,structures/V6Ni2_#131_532.cif
